pizzanev	darab	felvetel	kiszallitas
Lecsó	1	2005.11.21 3:59:00	2005.11.21 4:36:00
Kiadós	2	2005.11.21 4:40:00	2005.11.21 5:35:00
Pacalos	3	2005.11.21 5:15:00	2005.11.21 7:51:00
Zöldike	1	2005.11.21 5:56:00	2005.11.21 8:52:00
Vega	1	2005.11.21 6:32:00	2005.11.21 7:33:00
Kagylós	1	2005.11.21 6:48:00	2005.11.21 9:55:00
Röfi	1	2005.11.21 7:11:00	2005.11.21 8:42:00
Babos	3	2005.11.21 7:47:00	2005.11.21 9:43:00
Spanyol	1	2005.11.21 7:52:00	2005.11.21 9:11:00
Spanyol	1	2005.11.21 8:27:00	2005.11.21 10:59:00
Ráki	1	2005.11.21 8:30:00	2005.11.21 11:12:00
Röfi	1	2005.11.21 9:03:00	2005.11.21 12:07:00
Kétszínű	1	2005.11.21 9:47:00	2005.11.21 11:53:00
Kiadós	1	2005.11.21 10:37:00	2005.11.21 11:33:00
Gombás	3	2005.11.21 11:02:00	2005.11.21 13:06:00
Sajtos	1	2005.11.21 11:20:00	2005.11.21 11:51:00
Görög	1	2005.11.21 12:01:00	2005.11.21 13:22:00
Máj Fair Lady	1	2005.11.21 12:33:00	2005.11.21 14:46:00
Máj Fair Lady	2	2005.11.21 13:25:00	2005.11.21 15:49:00
Hellas	3	2005.11.21 13:34:00	2005.11.21 15:26:00
Lagúna	1	2005.11.21 13:36:00	2005.11.21 15:25:00
Gombás	1	2005.11.21 14:23:00	2005.11.21 16:18:00
Ínyenc	1	2005.11.21 15:17:00	2005.11.21 15:48:00
Ráki	1	2005.11.21 15:26:00	2005.11.21 17:04:00
Vega	1	2005.11.21 15:28:00	2005.11.21 16:35:00
Tündi kedvence	2	2005.11.21 15:56:00	2005.11.21 16:23:00
Nikó	1	2005.11.21 16:22:00	2005.11.21 18:28:00
Tenger gyümölcsei	1	2005.11.21 16:48:00	2005.11.21 17:23:00
Csupa sajt	2	2005.11.21 17:15:00	2005.11.21 17:36:00
Gino	1	2005.11.21 18:11:00	2005.11.21 18:49:00
Pástétomos	3	2005.11.21 18:35:00	2005.11.21 19:00:00
Görög	1	2005.11.21 19:06:00	2005.11.21 21:39:00
Spencer	1	2005.11.21 19:34:00	2005.11.21 20:30:00
Spencer	1	2005.11.21 19:55:00	2005.11.21 21:09:00
Ráki	1	2005.11.21 20:20:00	2005.11.21 22:01:00
Tenger gyümölcsei	1	2005.11.21 20:54:00	2005.11.21 23:40:00
Szerzetes	1	2005.11.21 21:40:00	2005.11.22 0:18:00
Szardíniás	1	2005.11.21 22:11:00	2005.11.22 1:20:00
Erdő kapitánya	2	2005.11.21 22:43:00	2005.11.22 1:48:00
Hellas	1	2005.11.21 23:33:00	2005.11.22 0:07:00
Ráki	3	2005.11.22 0:21:00	2005.11.22 2:14:00
Görög	1	2005.11.22 0:59:00	2005.11.22 3:44:00
Caribi	2	2005.11.22 1:52:00	2005.11.22 2:42:00
Lecsó	1	2005.11.22 2:29:00	2005.11.22 2:53:00
Nordic	1	2005.11.22 2:35:00	2005.11.22 3:13:00
Lecsó	1	2005.11.22 3:04:00	2005.11.22 4:42:00
Gino	3	2005.11.22 3:25:00	2005.11.22 3:49:00
Pipis	1	2005.11.22 3:32:00	2005.11.22 4:17:00
Zöldike	1	2005.11.22 3:36:00	2005.11.22 4:50:00
Erős János	3	2005.11.22 4:17:00	2005.11.22 6:26:00
Quattro	3	2005.11.22 5:05:00	2005.11.22 6:00:00
Főnök kedvence	1	2005.11.22 5:40:00	2005.11.22 8:48:00
Magyaros	2	2005.11.22 6:19:00	2005.11.22 9:31:00
HamAndEggs	1	2005.11.22 6:49:00	2005.11.22 9:46:00
Pásztor	1	2005.11.22 6:50:00	2005.11.22 8:59:00
HamAndEggs	1	2005.11.22 7:09:00	2005.11.22 7:42:00
Főnök kedvence	1	2005.11.22 7:51:00	2005.11.22 10:48:00
Ráki	3	2005.11.22 8:28:00	2005.11.22 9:24:00
Kívánság	1	2005.11.22 8:58:00	2005.11.22 10:00:00
Nikó	1	2005.11.22 9:40:00	2005.11.22 11:33:00
Sonkás	2	2005.11.22 10:32:00	2005.11.22 12:30:00
Spanyol	1	2005.11.22 10:53:00	2005.11.22 12:35:00
Kétszínű	1	2005.11.22 11:40:00	2005.11.22 12:54:00
Mixi	1	2005.11.22 12:25:00	2005.11.22 14:12:00
Tüzes halál	1	2005.11.22 13:01:00	2005.11.22 15:07:00
Barbecue chicken	1	2005.11.22 13:24:00	2005.11.22 15:25:00
Son-go-ku	1	2005.11.22 13:34:00	2005.11.22 16:13:00
Spencer	1	2005.11.22 14:24:00	2005.11.22 16:36:00
Kívánság	1	2005.11.22 14:28:00	2005.11.22 17:03:00
Hamm	1	2005.11.22 15:18:00	2005.11.22 18:09:00
Nordic	1	2005.11.22 15:57:00	2005.11.22 16:23:00
Country	1	2005.11.22 16:17:00	2005.11.22 18:40:00
Rettenetes magyar	1	2005.11.22 16:53:00	2005.11.22 19:13:00
Pipis	1	2005.11.22 17:51:00	2005.11.22 20:55:00
Rettenetes magyar	1	2005.11.22 17:54:00	2005.11.22 19:59:00
Nordic	1	2005.11.22 17:56:00	2005.11.22 18:45:00
Erős János	3	2005.11.22 18:36:00	2005.11.22 18:59:00
Kolbászos	3	2005.11.22 19:33:00	2005.11.22 22:05:00
Csabesz	1	2005.11.22 20:03:00	2005.11.22 22:23:00
Excellent	1	2005.11.22 20:59:00	2005.11.22 21:20:00
Betyáros	1	2005.11.22 21:56:00	2005.11.22 23:41:00
Kétszínű	1	2005.11.22 22:13:00	2005.11.23 1:04:00
Hellas	1	2005.11.22 22:26:00	2005.11.23 0:07:00
Lagúna	1	2005.11.22 23:11:00	2005.11.23 0:19:00
Rettenetes magyar	1	2005.11.22 23:55:00	2005.11.23 1:00:00
Sajtos	1	2005.11.23 0:01:00	2005.11.23 2:13:00
Erős János	2	2005.11.23 0:37:00	2005.11.23 3:07:00
Főnök kedvence	1	2005.11.23 0:57:00	2005.11.23 3:32:00
Szőke kapitány	2	2005.11.23 1:54:00	2005.11.23 2:56:00
Szőke kapitány	1	2005.11.23 2:20:00	2005.11.23 4:09:00
Ilike	1	2005.11.23 2:24:00	2005.11.23 4:36:00
Főnök kedvence	3	2005.11.23 3:01:00	2005.11.23 5:45:00
Csabesz	1	2005.11.23 3:51:00	2005.11.23 6:08:00
Gyros pizza	1	2005.11.23 4:47:00	2005.11.23 5:18:00
Gombás	1	2005.11.23 5:43:00	2005.11.23 7:31:00
Sonkás	1	2005.11.23 5:49:00	2005.11.23 8:15:00
So-ku	1	2005.11.23 6:36:00	2005.11.23 9:15:00
Kívánság	3	2005.11.23 7:14:00	2005.11.23 10:16:00
Spanyol	3	2005.11.23 7:14:00	2005.11.23 8:33:00
Barbecue chicken	3	2005.11.23 7:18:00	2005.11.23 10:10:00
Áfonyás	1	2005.11.23 8:10:00	2005.11.23 8:37:00
Jobbágy	1	2005.11.23 8:25:00	2005.11.23 9:55:00
Sonkás	1	2005.11.23 8:59:00	2005.11.23 11:05:00
Magvas	1	2005.11.23 9:23:00	2005.11.23 12:18:00
Sonkás	1	2005.11.23 9:39:00	2005.11.23 11:26:00
Gyros pizza	2	2005.11.23 10:18:00	2005.11.23 12:46:00
Excellent	1	2005.11.23 10:49:00	2005.11.23 11:15:00
Góré	1	2005.11.23 11:03:00	2005.11.23 12:02:00
Tündi kedvence	1	2005.11.23 11:27:00	2005.11.23 12:44:00
Görög	1	2005.11.23 11:33:00	2005.11.23 12:10:00
Szőke kapitány	3	2005.11.23 12:15:00	2005.11.23 15:20:00
Kiadós	1	2005.11.23 12:45:00	2005.11.23 14:09:00
Mexikói	2	2005.11.23 12:48:00	2005.11.23 13:38:00
Erdő kapitánya	1	2005.11.23 13:05:00	2005.11.23 14:12:00
Tüzes halál	1	2005.11.23 13:56:00	2005.11.23 16:50:00
Popey	1	2005.11.23 14:35:00	2005.11.23 15:46:00
Vega	1	2005.11.23 15:13:00	2005.11.23 18:12:00
Kiadós	1	2005.11.23 15:26:00	2005.11.23 17:52:00
Röfi	2	2005.11.23 15:59:00	2005.11.23 17:02:00
Barbecue chicken	1	2005.11.23 16:38:00	2005.11.23 18:04:00
Szardíniás	1	2005.11.23 17:27:00	2005.11.23 19:12:00
Pacalos	3	2005.11.23 17:39:00	2005.11.23 19:43:00
Szardíniás	1	2005.11.23 17:50:00	2005.11.23 18:27:00
Tenger gyümölcsei	1	2005.11.23 18:47:00	2005.11.23 21:09:00
Hercegnő	1	2005.11.23 19:12:00	2005.11.23 19:33:00
Góré	1	2005.11.23 19:16:00	2005.11.23 20:14:00
Kétszínű	1	2005.11.23 19:55:00	2005.11.23 22:45:00
Hellas	1	2005.11.23 20:18:00	2005.11.23 23:11:00
Röfi	1	2005.11.23 20:36:00	2005.11.23 22:55:00
Kolbászos	1	2005.11.23 21:18:00	2005.11.23 21:46:00
Mixi	1	2005.11.23 22:14:00	2005.11.23 23:29:00
Juhtúrós	1	2005.11.23 22:16:00	2005.11.23 23:42:00
Kiadós	2	2005.11.23 22:40:00	2005.11.24 0:58:00
Hercegnő	3	2005.11.23 23:05:00	2005.11.24 1:27:00
Caribi	1	2005.11.23 23:29:00	2005.11.24 2:12:00
Főnök kedvence	3	2005.11.23 23:31:00	2005.11.24 2:29:00
Caribi	1	2005.11.24 0:03:00	2005.11.24 2:17:00
Röfi	1	2005.11.24 0:24:00	2005.11.24 2:33:00
Gino	1	2005.11.24 1:20:00	2005.11.24 3:13:00
Szardíniás	1	2005.11.24 2:15:00	2005.11.24 3:13:00
HamAndEggs	1	2005.11.24 2:40:00	2005.11.24 4:13:00
Főnök kedvence	3	2005.11.24 3:22:00	2005.11.24 6:16:00
Gombás	1	2005.11.24 3:44:00	2005.11.24 4:53:00
Spanyol	1	2005.11.24 3:49:00	2005.11.24 6:49:00
Csabesz	2	2005.11.24 4:19:00	2005.11.24 6:48:00
Mamma fia	1	2005.11.24 4:51:00	2005.11.24 6:40:00
Erdő kapitánya	1	2005.11.24 5:38:00	2005.11.24 6:18:00
Maffiózó	1	2005.11.24 5:45:00	2005.11.24 8:01:00
Spanyol	1	2005.11.24 6:03:00	2005.11.24 9:14:00
Erdő kapitánya	1	2005.11.24 6:36:00	2005.11.24 8:51:00
Barbecue chicken	3	2005.11.24 7:16:00	2005.11.24 7:54:00
Lagúna	2	2005.11.24 7:25:00	2005.11.24 8:19:00
Kívánság	1	2005.11.24 7:51:00	2005.11.24 9:17:00
Főnök kedvence	3	2005.11.24 8:42:00	2005.11.24 11:17:00
Csupa sajt	1	2005.11.24 8:49:00	2005.11.24 11:35:00
Gombás	1	2005.11.24 8:59:00	2005.11.24 10:14:00
Popey	1	2005.11.24 9:16:00	2005.11.24 9:55:00
Gombás	1	2005.11.24 9:34:00	2005.11.24 11:10:00
Mixi	1	2005.11.24 9:48:00	2005.11.24 12:53:00
Gombás	3	2005.11.24 10:39:00	2005.11.24 12:21:00
Ínyenc	1	2005.11.24 11:15:00	2005.11.24 12:38:00
Kagylós	1	2005.11.24 12:08:00	2005.11.24 13:25:00
Nikó	1	2005.11.24 12:36:00	2005.11.24 13:05:00
Magyaros	1	2005.11.24 13:18:00	2005.11.24 16:02:00
Caribi	1	2005.11.24 13:35:00	2005.11.24 15:05:00
Csabesz	3	2005.11.24 13:46:00	2005.11.24 16:29:00
Csabesz	1	2005.11.24 14:15:00	2005.11.24 14:52:00
Juhtúrós	1	2005.11.24 14:36:00	2005.11.24 15:45:00
Kiadós	1	2005.11.24 15:04:00	2005.11.24 17:11:00
Szőke kapitány	1	2005.11.24 15:22:00	2005.11.24 17:55:00
Tüzes halál	3	2005.11.24 15:46:00	2005.11.24 17:00:00
Gyros pizza	3	2005.11.24 15:58:00	2005.11.24 17:35:00
Szardíniás	3	2005.11.24 16:25:00	2005.11.24 17:45:00
Gino	1	2005.11.24 17:09:00	2005.11.24 19:53:00
Spencer	1	2005.11.24 17:22:00	2005.11.24 19:21:00
Tenger gyümölcsei	1	2005.11.24 17:23:00	2005.11.24 19:45:00
Tündi kedvence	1	2005.11.24 18:02:00	2005.11.24 18:56:00
Lagúna	1	2005.11.24 18:15:00	2005.11.24 21:09:00
Hawaii	1	2005.11.24 18:20:00	2005.11.24 18:45:00
Kagylós	1	2005.11.24 19:14:00	2005.11.24 20:35:00
Maffiózó	1	2005.11.24 19:26:00	2005.11.24 22:34:00
Zöldike	2	2005.11.24 20:08:00	2005.11.24 22:55:00
Erdő kapitánya	1	2005.11.24 20:45:00	2005.11.24 21:57:00
Country	1	2005.11.24 20:52:00	2005.11.24 22:03:00
Erős János	1	2005.11.24 20:56:00	2005.11.24 22:27:00
Barbecue chicken	1	2005.11.24 21:15:00	2005.11.24 22:10:00
So-ku	2	2005.11.24 21:35:00	2005.11.25 0:13:00
Hamm	1	2005.11.24 21:49:00	2005.11.24 23:00:00
Excellent	1	2005.11.24 22:28:00	2005.11.24 23:06:00
Király pizza	1	2005.11.24 22:46:00	2005.11.25 0:15:00
Csabesz	1	2005.11.24 23:11:00	2005.11.25 0:14:00
Jobbágy	1	2005.11.24 23:13:00	2005.11.25 2:12:00
Pástétomos	2	2005.11.24 23:31:00	2005.11.25 0:22:00
Lagúna	1	2005.11.24 23:44:00	2005.11.25 2:18:00
Hercegnő	1	2005.11.25 0:19:00	2005.11.25 2:55:00
Nyuszó-Muszó	1	2005.11.25 0:49:00	2005.11.25 1:27:00
Gino	1	2005.11.25 1:27:00	2005.11.25 3:57:00
Füstös	2	2005.11.25 1:59:00	2005.11.25 3:55:00
Pacalos	1	2005.11.25 2:31:00	2005.11.25 4:02:00
Caribi	1	2005.11.25 3:23:00	2005.11.25 4:19:00
Vega	2	2005.11.25 3:28:00	2005.11.25 5:20:00
Nyuszó-Muszó	1	2005.11.25 3:32:00	2005.11.25 4:31:00
Ínyenc	2	2005.11.25 4:24:00	2005.11.25 5:16:00
Juhtúrós	1	2005.11.25 4:26:00	2005.11.25 7:34:00
Gino	1	2005.11.25 4:37:00	2005.11.25 5:32:00
Popey	3	2005.11.25 5:05:00	2005.11.25 7:02:00
Pástétomos	1	2005.11.25 5:56:00	2005.11.25 7:36:00
Áfonyás	1	2005.11.25 6:30:00	2005.11.25 7:15:00
Csabesz	1	2005.11.25 6:59:00	2005.11.25 8:21:00
Mamma fia	1	2005.11.25 7:15:00	2005.11.25 7:58:00
Excellent	2	2005.11.25 7:59:00	2005.11.25 9:13:00
Pástétomos	1	2005.11.25 8:19:00	2005.11.25 10:43:00
Mamma fia	1	2005.11.25 9:11:00	2005.11.25 11:42:00
Magvas	1	2005.11.25 9:20:00	2005.11.25 10:32:00
Jázmin álma	2	2005.11.25 10:06:00	2005.11.25 11:42:00
Kiadós	1	2005.11.25 10:17:00	2005.11.25 12:15:00
Pacalos	3	2005.11.25 10:52:00	2005.11.25 12:06:00
Barbecue chicken	1	2005.11.25 11:29:00	2005.11.25 12:46:00
Máj Fair Lady	2	2005.11.25 11:30:00	2005.11.25 12:45:00
Lagúna	1	2005.11.25 11:35:00	2005.11.25 12:08:00
Francia	1	2005.11.25 12:08:00	2005.11.25 13:05:00
Hercegnő	1	2005.11.25 12:45:00	2005.11.25 14:43:00
Mexikói	1	2005.11.25 13:34:00	2005.11.25 16:06:00
Vega	1	2005.11.25 14:27:00	2005.11.25 16:53:00
HamAndEggs	1	2005.11.25 14:55:00	2005.11.25 15:38:00
Tündi kedvence	3	2005.11.25 15:11:00	2005.11.25 17:05:00
Szardíniás	1	2005.11.25 15:19:00	2005.11.25 16:37:00
Csabesz	1	2005.11.25 15:47:00	2005.11.25 18:42:00
Mexikói	1	2005.11.25 16:03:00	2005.11.25 18:45:00
Nyuszó-Muszó	1	2005.11.25 16:43:00	2005.11.25 19:39:00
Szerzetes	1	2005.11.25 17:21:00	2005.11.25 19:04:00
Nyuszó-Muszó	1	2005.11.25 17:27:00	2005.11.25 19:16:00
HamAndEggs	3	2005.11.25 17:56:00	2005.11.25 19:22:00
Hamm	1	2005.11.25 18:04:00	2005.11.25 20:16:00
Spanyol	3	2005.11.25 19:01:00	2005.11.25 20:33:00
Spanyol	3	2005.11.25 19:16:00	2005.11.25 21:09:00
Mamma fia	1	2005.11.25 19:47:00	2005.11.25 22:26:00
Tüzes halál	1	2005.11.25 19:49:00	2005.11.25 21:39:00
Pipis	1	2005.11.25 20:23:00	2005.11.25 21:16:00
Lecsó	1	2005.11.25 21:06:00	2005.11.25 22:10:00
Hercegnő	3	2005.11.25 21:42:00	2005.11.26 0:38:00
Excellent	1	2005.11.25 22:27:00	2005.11.25 23:29:00
Törperős	1	2005.11.25 22:45:00	2005.11.26 0:49:00
Erdő kapitánya	1	2005.11.25 22:51:00	2005.11.26 0:08:00
Tündi kedvence	2	2005.11.25 23:17:00	2005.11.26 2:14:00
Maffiózó	1	2005.11.26 0:04:00	2005.11.26 0:25:00
Kiadós	1	2005.11.26 0:39:00	2005.11.26 2:26:00
Betyáros	1	2005.11.26 1:14:00	2005.11.26 3:11:00
Erdő kapitánya	2	2005.11.26 1:58:00	2005.11.26 4:14:00
HamAndEggs	1	2005.11.26 2:15:00	2005.11.26 3:25:00
Kolbászos	1	2005.11.26 3:04:00	2005.11.26 3:50:00
Nyuszó-Muszó	1	2005.11.26 3:40:00	2005.11.26 4:15:00
Hellas	1	2005.11.26 4:11:00	2005.11.26 5:09:00
So-ku	1	2005.11.26 4:50:00	2005.11.26 5:24:00
Röfi	2	2005.11.26 5:18:00	2005.11.26 8:06:00
Son-go-ku	1	2005.11.26 6:01:00	2005.11.26 8:20:00
Kiadós	1	2005.11.26 6:05:00	2005.11.26 9:17:00
Mexikói	1	2005.11.26 6:47:00	2005.11.26 8:28:00
Popey	1	2005.11.26 7:19:00	2005.11.26 10:26:00
Pástétomos	1	2005.11.26 8:15:00	2005.11.26 9:07:00
Popey	3	2005.11.26 9:02:00	2005.11.26 11:00:00
Francia	3	2005.11.26 9:17:00	2005.11.26 12:26:00
Lagúna	1	2005.11.26 9:37:00	2005.11.26 10:45:00
Jázmin álma	1	2005.11.26 9:52:00	2005.11.26 12:59:00
Sajtos	1	2005.11.26 10:30:00	2005.11.26 12:01:00
Sonkás	1	2005.11.26 10:41:00	2005.11.26 12:38:00
Kagylós	3	2005.11.26 10:44:00	2005.11.26 11:39:00
Pástétomos	2	2005.11.26 10:53:00	2005.11.26 13:34:00
Nikó	1	2005.11.26 10:59:00	2005.11.26 13:49:00
Főnök kedvence	1	2005.11.26 11:04:00	2005.11.26 12:23:00
Csupa sajt	1	2005.11.26 11:46:00	2005.11.26 12:58:00
Törperős	1	2005.11.26 12:04:00	2005.11.26 13:08:00
Törperős	1	2005.11.26 12:58:00	2005.11.26 15:27:00
Csupa sajt	1	2005.11.26 13:50:00	2005.11.26 16:34:00
Spencer	3	2005.11.26 14:20:00	2005.11.26 17:05:00
Góré	1	2005.11.26 14:57:00	2005.11.26 17:49:00
Törperős	2	2005.11.26 15:30:00	2005.11.26 16:41:00
Mexikói	3	2005.11.26 16:10:00	2005.11.26 16:40:00
Hamm	1	2005.11.26 16:18:00	2005.11.26 17:16:00
Betyáros	1	2005.11.26 16:37:00	2005.11.26 19:05:00
Pástétomos	2	2005.11.26 17:05:00	2005.11.26 17:57:00
Góré	2	2005.11.26 17:09:00	2005.11.26 18:26:00
Mexikói	1	2005.11.26 17:43:00	2005.11.26 20:28:00
Áfonyás	1	2005.11.26 18:34:00	2005.11.26 19:31:00
Caribi	1	2005.11.26 19:17:00	2005.11.26 20:44:00
Hercegnő	1	2005.11.26 19:48:00	2005.11.26 22:18:00
Tündi kedvence	2	2005.11.26 20:01:00	2005.11.26 20:35:00
Maffiózó	1	2005.11.26 20:23:00	2005.11.26 20:47:00
Szerzetes	1	2005.11.26 20:55:00	2005.11.26 22:18:00
Sajtos	1	2005.11.26 21:51:00	2005.11.26 22:17:00
Erdő kapitánya	3	2005.11.26 22:36:00	2005.11.27 1:09:00
Tonhalas	1	2005.11.26 22:58:00	2005.11.27 1:44:00
Gombás	1	2005.11.26 23:37:00	2005.11.27 0:49:00
Gino	3	2005.11.26 23:41:00	2005.11.27 1:48:00
Lagúna	2	2005.11.26 23:57:00	2005.11.27 2:46:00
Csupa sajt	1	2005.11.27 0:34:00	2005.11.27 1:37:00
Kiadós	1	2005.11.27 0:51:00	2005.11.27 2:46:00
Szardíniás	2	2005.11.27 1:16:00	2005.11.27 1:51:00
Ínyenc	1	2005.11.27 1:42:00	2005.11.27 3:25:00
Áfonyás	3	2005.11.27 2:26:00	2005.11.27 5:17:00
Magyaros	1	2005.11.27 2:39:00	2005.11.27 5:39:00
Country	1	2005.11.27 3:29:00	2005.11.27 5:31:00
Gyros pizza	2	2005.11.27 4:24:00	2005.11.27 6:57:00
Hawaii	1	2005.11.27 4:53:00	2005.11.27 8:03:00
Pásztor	2	2005.11.27 5:18:00	2005.11.27 7:42:00
Szerzetes	1	2005.11.27 6:05:00	2005.11.27 6:47:00
Vega	1	2005.11.27 6:23:00	2005.11.27 8:11:00
Maffiózó	2	2005.11.27 6:52:00	2005.11.27 7:20:00
Áfonyás	1	2005.11.27 7:39:00	2005.11.27 10:13:00
Mexikói	1	2005.11.27 8:17:00	2005.11.27 10:27:00
So-ku	2	2005.11.27 8:45:00	2005.11.27 11:39:00
Hercegnő	2	2005.11.27 9:35:00	2005.11.27 11:58:00
Tündi kedvence	2	2005.11.27 10:17:00	2005.11.27 13:18:00
Tüzes halál	1	2005.11.27 10:22:00	2005.11.27 11:20:00
Magvas	1	2005.11.27 11:12:00	2005.11.27 13:48:00
Erdő kapitánya	1	2005.11.27 11:20:00	2005.11.27 12:58:00
Gyros pizza	1	2005.11.27 11:59:00	2005.11.27 13:17:00
Magyaros	3	2005.11.27 12:38:00	2005.11.27 13:03:00
Quattro	1	2005.11.27 13:13:00	2005.11.27 15:23:00
Nikó	2	2005.11.27 13:54:00	2005.11.27 14:43:00
Vega	1	2005.11.27 14:14:00	2005.11.27 15:23:00
Pástétomos	1	2005.11.27 14:37:00	2005.11.27 15:43:00
Barbecue chicken	1	2005.11.27 15:25:00	2005.11.27 17:49:00
Csupa sajt	1	2005.11.27 16:15:00	2005.11.27 17:07:00
Kívánság	1	2005.11.27 16:58:00	2005.11.27 18:27:00
Jázmin álma	1	2005.11.27 17:47:00	2005.11.27 18:45:00
Szőke kapitány	3	2005.11.27 18:01:00	2005.11.27 19:45:00
Babos	1	2005.11.27 18:38:00	2005.11.27 20:16:00
Magyaros	2	2005.11.27 18:53:00	2005.11.27 19:55:00
Magyaros	1	2005.11.27 19:10:00	2005.11.27 22:03:00
Spencer	1	2005.11.27 19:17:00	2005.11.27 22:19:00
Zöldike	1	2005.11.27 20:08:00	2005.11.27 21:24:00
Son-go-ku	1	2005.11.27 20:08:00	2005.11.27 21:23:00
Kívánság	1	2005.11.27 21:02:00	2005.11.27 21:44:00
Tonhalas	1	2005.11.27 21:47:00	2005.11.28 0:33:00
Görög	1	2005.11.27 22:37:00	2005.11.28 0:41:00
Magyaros	2	2005.11.27 22:45:00	2005.11.28 1:37:00
Füstös	1	2005.11.27 23:33:00	2005.11.28 2:14:00
Caribi	3	2005.11.27 23:43:00	2005.11.28 0:15:00
Nikó	2	2005.11.28 0:10:00	2005.11.28 1:49:00
Betyáros	3	2005.11.28 0:20:00	2005.11.28 2:20:00
Ilike	2	2005.11.28 0:40:00	2005.11.28 3:42:00
Nikó	1	2005.11.28 0:47:00	2005.11.28 1:36:00
So-ku	1	2005.11.28 1:12:00	2005.11.28 4:19:00
Country	1	2005.11.28 1:17:00	2005.11.28 1:58:00
Lecsó	1	2005.11.28 1:22:00	2005.11.28 2:28:00
Kétszínű	1	2005.11.28 1:51:00	2005.11.28 2:31:00
Mixi	1	2005.11.28 2:40:00	2005.11.28 3:36:00
Hercegnő	1	2005.11.28 2:49:00	2005.11.28 5:17:00
Maffiózó	1	2005.11.28 3:23:00	2005.11.28 6:30:00
Gyros pizza	1	2005.11.28 3:52:00	2005.11.28 5:58:00
HamAndEggs	1	2005.11.28 4:20:00	2005.11.28 7:28:00
Lagúna	2	2005.11.28 5:06:00	2005.11.28 6:30:00
Csupa sajt	1	2005.11.28 5:30:00	2005.11.28 6:30:00
Sajtos	1	2005.11.28 6:03:00	2005.11.28 7:28:00
Gombás	1	2005.11.28 6:57:00	2005.11.28 9:13:00
Babos	1	2005.11.28 7:34:00	2005.11.28 9:16:00
Máj Fair Lady	2	2005.11.28 7:34:00	2005.11.28 9:18:00
Lecsó	1	2005.11.28 7:39:00	2005.11.28 8:33:00
Görög	1	2005.11.28 8:22:00	2005.11.28 9:09:00
Nordic	3	2005.11.28 8:43:00	2005.11.28 10:54:00
Hellas	1	2005.11.28 9:16:00	2005.11.28 9:57:00
Barbecue chicken	1	2005.11.28 10:12:00	2005.11.28 11:33:00
Ínyenc	1	2005.11.28 10:16:00	2005.11.28 12:39:00
Ilike	1	2005.11.28 11:04:00	2005.11.28 12:15:00
Hercegnő	1	2005.11.28 11:28:00	2005.11.28 13:13:00
Kiadós	1	2005.11.28 12:23:00	2005.11.28 14:15:00
Kolbászos	1	2005.11.28 12:29:00	2005.11.28 15:30:00
Juhtúrós	1	2005.11.28 12:36:00	2005.11.28 14:37:00
Pástétomos	2	2005.11.28 13:27:00	2005.11.28 16:18:00
Caribi	3	2005.11.28 13:31:00	2005.11.28 16:05:00
Son-go-ku	1	2005.11.28 14:28:00	2005.11.28 15:36:00
Zöldike	1	2005.11.28 14:35:00	2005.11.28 15:18:00
Jobbágy	1	2005.11.28 15:02:00	2005.11.28 17:38:00
Nordic	1	2005.11.28 15:04:00	2005.11.28 18:01:00
Sajtos	1	2005.11.28 15:59:00	2005.11.28 19:10:00
Ilike	1	2005.11.28 16:30:00	2005.11.28 18:53:00
Spanyol	1	2005.11.28 16:42:00	2005.11.28 19:20:00
Sajtos	1	2005.11.28 17:20:00	2005.11.28 20:16:00
Kétszínű	1	2005.11.28 17:26:00	2005.11.28 19:58:00
Szőke kapitány	1	2005.11.28 18:23:00	2005.11.28 20:06:00
Nordic	1	2005.11.28 18:59:00	2005.11.28 20:29:00
Kétszínű	3	2005.11.28 19:46:00	2005.11.28 22:29:00
So-ku	1	2005.11.28 20:21:00	2005.11.28 23:21:00
Pásztor	3	2005.11.28 21:02:00	2005.11.28 21:23:00
Csupa sajt	3	2005.11.28 21:37:00	2005.11.28 22:00:00
Erdő kapitánya	1	2005.11.28 22:00:00	2005.11.28 22:29:00
Spanyol	1	2005.11.28 22:13:00	2005.11.28 23:10:00
Barbecue chicken	1	2005.11.28 22:51:00	2005.11.29 0:48:00
Mamma fia	1	2005.11.28 23:06:00	2005.11.29 0:22:00
Kétszínű	2	2005.11.28 23:34:00	2005.11.29 2:04:00
Pástétomos	3	2005.11.28 23:52:00	2005.11.29 2:13:00
Pipis	1	2005.11.29 0:12:00	2005.11.29 0:49:00
Ínyenc	1	2005.11.29 0:30:00	2005.11.29 3:15:00
Füstös	1	2005.11.29 1:04:00	2005.11.29 1:49:00
Röfi	1	2005.11.29 1:39:00	2005.11.29 3:46:00
Erdő kapitánya	3	2005.11.29 2:26:00	2005.11.29 5:33:00
Tonhalas	1	2005.11.29 2:32:00	2005.11.29 3:01:00
Spanyol	1	2005.11.29 3:26:00	2005.11.29 6:05:00
Lecsó	1	2005.11.29 4:13:00	2005.11.29 7:17:00
Máj Fair Lady	1	2005.11.29 4:32:00	2005.11.29 7:09:00
Füstös	2	2005.11.29 5:30:00	2005.11.29 7:53:00
Frankfurti	1	2005.11.29 5:33:00	2005.11.29 5:54:00
Tündi kedvence	1	2005.11.29 6:08:00	2005.11.29 6:52:00
Kagylós	2	2005.11.29 7:03:00	2005.11.29 8:41:00
